Ball,Runs,Commentary
34.2,W,"M Shami to O Thomas, WICKET!!! O Thomas is out c Rohit Sharma b Mohammed Shami, 133.4 km/h short length on leg stump."
34.1,•,"M Shami to O Thomas, no run, 134.6 km/h full length just outside off stump."
33.6,4,"Y Chahal to K Roach, FOUR, 75.7 km/h good length outside off stump."
33.5,•,"Y Chahal to K Roach, no run, 90.9 km/h good length on middle stump."
33.4,•,"Y Chahal to K Roach, no run, 77.8 km/h good length outside off stump."
33.3,•,"Y Chahal to K Roach, no run, 94.5 km/h short length on off stump."
33.2,•,"Y Chahal to K Roach, no run, 86.8 km/h full length just outside off stump."
33.1,4,"Y Chahal to K Roach, FOUR, 75.7 km/h good length on middle stump."
32.6,•,"K Yadav to O Thomas, no run, 76.7 km/h short length going down leg."
32.5,1,"K Yadav to K Roach, one run, 71.7 km/h full toss on middle stump."
32.4,•,"K Yadav to K Roach, no run, 76.6 km/h good length on off stump."
32.3,•,"K Yadav to K Roach, no run, 82.9 km/h good length going down leg."
32.2,4,"K Yadav to K Roach, FOUR, 75.8 km/h full length just outside off stump."
32.1,1,"K Yadav to O Thomas, one run, 75.4 km/h full length on off stump."
31.6,1,"Y Chahal to O Thomas, one run, 69.6 km/h good length on middle stump."
31.5,•,"Y Chahal to O Thomas, no run, 85.2 km/h good length on off stump."
31.4,4,"Y Chahal to O Thomas, FOUR, 67.8 km/h good length going down leg."
31.3,•,"Y Chahal to O Thomas, no run, 88.3 km/h good length just outside off stump."
31.2,•,"Y Chahal to O Thomas, no run, 77.9 km/h good length on off stump."
31.1,•,"Y Chahal to O Thomas, no run, 87.8 km/h good length going down leg."
30.6,•,"K Yadav to K Roach, no run, 76.0 km/h good length just outside off stump."
30.5,•,"K Yadav to K Roach, no run, 79.9 km/h full length just outside off stump."
30.4,•,"K Yadav to K Roach, no run, 73.7 km/h good length on off stump."
30.3,•,"K Yadav to K Roach, no run, 72.3 km/h good length on leg stump."
30.2,•,"K Yadav to K Roach, no run, 75.2 km/h good length on off stump."
30.1,•,"K Yadav to K Roach, no run, 76.0 km/h good length outside off stump."
29.6,•,"Y Chahal to O Thomas, no run, 80.6 km/h good length just outside off stump."
29.5,W,"Y Chahal to S Cottrell, WICKET!!! S Cottrell is out lbw Yuzvendra Chahal, 86.3 km/h short length on middle stump."
29.4,•,"Y Chahal to S Cottrell, no run, 82.0 km/h good length outside off stump."
29.3,•,"Y Chahal to S Cottrell, no run, 81.8 km/h good length outside off stump."
29.2,6,"Y Chahal to S Cottrell, SIX, 73.7 km/h full length outside off stump."
29.1,4,"Y Chahal to S Cottrell, FOUR, 79.7 km/h good length just outside off stump."
28.6,1Lb,"M Shami to S Cottrell, 1 leg bye."
28.5,•,"M Shami to S Cottrell, no run, 131.6 km/h short length going down leg."
28.4,•,"M Shami to S Cottrell, no run, 133.3 km/h short length just outside off stump."
28.4,1Wd,"M Shami to S Cottrell, wide delivery."
28.3,W,"M Shami to S Hetmyer, WICKET!!! S Hetmyer is out c KL Rahul b Mohammed Shami, 138.5 km/h good length outside off stump."
28.2,•,"M Shami to S Hetmyer, no run, 135.4 km/h short length on middle stump."
28.1,•,"M Shami to S Hetmyer, no run, 133.2 km/h good length outside off stump."
27.6,1,"Y Chahal to S Hetmyer, one run, 75.2 km/h full length just outside off stump."
27.5,1,"Y Chahal to K Roach, one run, 82.9 km/h full length on middle stump."
27.4,1,"Y Chahal to S Hetmyer, one run, 76.6 km/h good length going down leg."
27.3,•,"Y Chahal to S Hetmyer, no run, 74.3 km/h good length going down leg."
27.2,•,"Y Chahal to S Hetmyer, no run, 76.5 km/h good length going down leg."
27.1,2,"Y Chahal to S Hetmyer, two runs, 89.8 km/h short length going down leg."
26.6,•,"J Bumrah to K Roach, no run, 137.0 km/h short length on middle stump."
26.5,•,"J Bumrah to K Roach, no run, 136.3 km/h short length just outside off stump."
26.4,•,"J Bumrah to K Roach, no run, 139.5 km/h short length just outside off stump."
26.3,•,"J Bumrah to K Roach, no run, 97.5 km/h full toss on middle stump."
26.2,W,"J Bumrah to F Allen, WICKET!!! F Allen is out lbw Jasprit Bumrah, 143.7 km/h good length on leg stump."
26.1,W,"J Bumrah to C Brathwaite, WICKET!!! C Brathwaite is out c MS Dhoni b Jasprit Bumrah, 137.7 km/h short length on off stump."
25.6,•,"Y Chahal to S Hetmyer, no run, 79.3 km/h good length just outside off stump."
25.5,4,"Y Chahal to S Hetmyer, FOUR, 72.3 km/h good length on off stump."
25.4,•,"Y Chahal to S Hetmyer, no run, 72.3 km/h good length just outside off stump."
25.3,•,"Y Chahal to S Hetmyer, no run, 84.2 km/h good length on off stump."
25.2,1,"Y Chahal to C Brathwaite, one run, 83.4 km/h full length just outside off stump."
25.1,1,"Y Chahal to S Hetmyer, one run, 75.0 km/h good length on leg stump."
24.6,•,"J Bumrah to C Brathwaite, no run, 143.6 km/h full length on middle stump."
24.5,•,"J Bumrah to C Brathwaite, no run, 96.9 km/h full length just outside off stump."
24.4,1,"J Bumrah to S Hetmyer, one run, 118.6 km/h full length going down leg."
24.3,2,"J Bumrah to S Hetmyer, two runs, 139.8 km/h short length just outside off stump."
24.2,•,"J Bumrah to S Hetmyer, no run, 135.0 km/h good length just outside off stump."
24.1,•,"J Bumrah to S Hetmyer, no run, 133.7 km/h good length on middle stump."
23.6,•,"Y Chahal to C Brathwaite, no run, 79.6 km/h good length just outside off stump."
23.5,W,"Y Chahal to J Holder, WICKET!!! J Holder is out c Kedar Jadhav b Yuzvendra Chahal, 96.2 km/h good length outside off stump."
23.4,•,"Y Chahal to J Holder, no run, 79.8 km/h good length outside off stump."
23.3,•,"Y Chahal to J Holder, no run, 81.5 km/h good length just outside off stump."
23.2,1,"Y Chahal to S Hetmyer, one run, 76.3 km/h good length on middle stump."
23.1,•,"Y Chahal to S Hetmyer, no run, 82.5 km/h good length on middle stump."
22.6,1,"K Yadav to S Hetmyer, one run, 75.7 km/h good length outside off stump."
22.5,1Lb,"K Yadav to J Holder, 1 leg bye."
22.4,•,"K Yadav to J Holder, no run."
22.3,2,"K Yadav to J Holder, two runs, 81.6 km/h good length just outside off stump."
22.2,•,"K Yadav to J Holder, no run, 77.4 km/h good length going down leg."
22.2,1Wd,"K Yadav to J Holder, wide delivery."
22.1,•,"K Yadav to J Holder, no run, 77.1 km/h good length just outside off stump."
21.6,1,"Y Chahal to J Holder, one run, 75.1 km/h good length outside off stump."
21.5,•,"Y Chahal to J Holder, no run, 82.8 km/h good length just outside off stump."
21.4,1,"Y Chahal to S Hetmyer, one run, 81.8 km/h full length on leg stump."
21.3,4B,"Y Chahal to S Hetmyer, 4 byes."
21.2,1,"Y Chahal to J Holder, one run, 79.8 km/h full length outside off stump."
21.1,1,"Y Chahal to S Hetmyer, one run, 84.0 km/h full toss just outside off stump."
20.6,1,"K Yadav to S Hetmyer, one run, 75.1 km/h good length outside off stump."
20.5,1,"K Yadav to J Holder, one run, 76.6 km/h good length going down leg."
20.4,1,"K Yadav to S Hetmyer, one run, 74.6 km/h full length going down leg."
20.3,1,"K Yadav to J Holder, one run, 79.2 km/h full length on middle stump."
20.2,W,"K Yadav to N Pooran, WICKET!!! N Pooran is out c Mohammed Shami b Kuldeep Yadav, 74.3 km/h good length outside off stump."
20.1,•,"K Yadav to N Pooran, no run, 74.5 km/h good length on middle stump."
19.6,•,"K Jadhav to S Hetmyer, no run, 82.7 km/h good length just outside off stump."
19.5,1B,"K Jadhav to N Pooran, 1 bye."
19.4,•,"K Jadhav to N Pooran, no run, 88.4 km/h full toss just outside off stump."
19.3,•,"K Jadhav to N Pooran, no run, 85.2 km/h good length on leg stump."
19.2,4,"K Jadhav to N Pooran, FOUR, 83.7 km/h good length just outside off stump."
19.1,•,"K Jadhav to N Pooran, no run, 83.1 km/h full toss on middle stump."
18.6,•,"K Yadav to S Hetmyer, no run, 79.7 km/h good length on middle stump."
18.5,•,"K Yadav to S Hetmyer, no run, 76.1 km/h good length outside off stump."
18.4,•,"K Yadav to S Hetmyer, no run, 77.7 km/h full length just outside off stump."
18.3,1,"K Yadav to N Pooran, one run, 74.1 km/h good length just outside off stump."
18.2,•,"K Yadav to N Pooran, no run, 78.0 km/h good length on middle stump."
18.1,•,"K Yadav to N Pooran, no run."
18.1,3Wd,"K Yadav to N Pooran, wide delivery."
17.6,W,"H Pandya to S Ambris, WICKET!!! S Ambris is out lbw Hardik Pandya, 129.0 km/h good length on middle stump."
17.5,4,"H Pandya to S Ambris, FOUR, 125.4 km/h good length outside off stump."
17.4,1,"H Pandya to N Pooran, one run."
17.3,1,"H Pandya to S Ambris, one run, 132.4 km/h short length just outside off stump."
17.2,1,"H Pandya to N Pooran, one run, 132.3 km/h good length just outside off stump."
17.1,4,"H Pandya to N Pooran, FOUR, 129.4 km/h short length going down leg."
16.6,1,"K Yadav to N Pooran, one run, 74.1 km/h good length just outside off stump."
16.5,•,"K Yadav to N Pooran, no run."
16.4,•,"K Yadav to N Pooran, no run."
16.3,1,"K Yadav to S Ambris, one run."
16.2,1,"K Yadav to N Pooran, one run."
16.1,1,"K Yadav to S Ambris, one run, 75.2 km/h full length outside off stump."
15.6,•,"H Pandya to N Pooran, no run, 123.8 km/h good length on leg stump."
15.5,•,"H Pandya to N Pooran, no run, 122.4 km/h full length just outside off stump."
15.4,•,"H Pandya to N Pooran, no run, 124.4 km/h good length just outside off stump."
15.3,1,"H Pandya to S Ambris, one run, 140.4 km/h good length outside off stump."
15.2,4,"H Pandya to S Ambris, FOUR, 127.5 km/h full length outside off stump."
15.1,1,"H Pandya to N Pooran, one run, 132.5 km/h short length just outside off stump."
14.6,1,"K Yadav to N Pooran, one run, 80.5 km/h good length just outside off stump."
14.5,1,"K Yadav to S Ambris, one run, 73.0 km/h good length outside off stump."
14.4,1,"K Yadav to N Pooran, one run, 81.7 km/h good length just outside off stump."
14.3,1,"K Yadav to S Ambris, one run, 78.2 km/h good length on middle stump."
14.2,1,"K Yadav to N Pooran, one run, 74.9 km/h full length on off stump."
14.1,•,"K Yadav to N Pooran, no run, 79.8 km/h good length on off stump."
13.6,•,"H Pandya to S Ambris, no run, 129.1 km/h short length just outside off stump."
13.5,2,"H Pandya to S Ambris, two runs, 136.0 km/h short length just outside off stump."
13.4,•,"H Pandya to S Ambris, no run, 129.0 km/h good length outside off stump."
13.3,•,"H Pandya to S Ambris, no run, 127.3 km/h full length on leg stump."
13.2,•,"H Pandya to S Ambris, no run, 131.6 km/h good length just outside off stump."
13.1,1Lb,"H Pandya to N Pooran, 1 leg bye."
12.6,1,"K Yadav to N Pooran, one run, 83.8 km/h good length just outside off stump."
12.5,•,"K Yadav to N Pooran, no run, 74.3 km/h good length on off stump."
12.4,•,"K Yadav to N Pooran, no run, 79.3 km/h full toss on leg stump."
12.3,•,"K Yadav to N Pooran, no run."
12.2,1,"K Yadav to S Ambris, one run, 78.9 km/h good length on leg stump."
12.1,1,"K Yadav to N Pooran, one run, 78.2 km/h good length on off stump."
11.6,•,"H Pandya to S Ambris, no run, 126.8 km/h good length on middle stump."
11.5,1,"H Pandya to N Pooran, one run, 136.6 km/h full toss just outside off stump."
11.5,1Nb,"H Pandya to N Pooran, 1 run, no-ball."
11.4,•,"H Pandya to N Pooran, no run, 131.2 km/h short length outside off stump."
11.3,1,"H Pandya to S Ambris, one run, 132.7 km/h short length going down leg."
11.2,1,"H Pandya to N Pooran, one run, 128.5 km/h short length going down leg."
11.1,1,"H Pandya to S Ambris, one run, 126.4 km/h short length just outside off stump."
10.6,1,"K Yadav to S Ambris, one run, 86.6 km/h good length on middle stump."
10.5,•,"K Yadav to S Ambris, no run, 76.5 km/h good length just outside off stump."
10.4,1,"K Yadav to N Pooran, one run."
10.3,2,"K Yadav to N Pooran, two runs, 76.6 km/h good length outside off stump."
10.2,1,"K Yadav to S Ambris, one run, 75.9 km/h short length outside off stump."
10.1,•,"K Yadav to S Ambris, no run, 77.0 km/h good length outside off stump."
9.6,1,"H Pandya to S Ambris, one run."
9.5,1,"H Pandya to N Pooran, one run, 126.2 km/h short length on leg stump."
9.4,1,"H Pandya to S Ambris, one run, 136.6 km/h good length going down leg."
9.3,1,"H Pandya to N Pooran, one run, 128.3 km/h short length going down leg."
9.2,•,"H Pandya to N Pooran, no run, 129.2 km/h short length just outside off stump."
9.1,•,"H Pandya to N Pooran, no run."
8.6,1,"M Shami to N Pooran, one run, 140.8 km/h good length on middle stump."
8.5,1,"M Shami to S Ambris, one run."
8.4,1,"M Shami to N Pooran, one run."
8.3,•,"M Shami to N Pooran, no run, 142.3 km/h good length on middle stump."
8.2,1,"M Shami to S Ambris, one run, 131.0 km/h short length just outside off stump."
8.1,•,"M Shami to S Ambris, no run, 139.8 km/h good length on off stump."
7.6,•,"J Bumrah to N Pooran, no run, 142.7 km/h full length on middle stump."
7.5,•,"J Bumrah to N Pooran, no run, 141.3 km/h good length outside off stump."
7.4,•,"J Bumrah to N Pooran, no run, 142.5 km/h good length just outside off stump."
7.3,4B,"J Bumrah to N Pooran, 4 byes."
7.2,•,"J Bumrah to N Pooran, no run, 141.1 km/h full toss just outside off stump."
7.1,1,"J Bumrah to S Ambris, one run, 144.6 km/h short length going down leg."
6.6,•,"M Shami to N Pooran, no run."
6.5,W,"M Shami to S Hope, WICKET!!! S Hope is out b Mohammed Shami, 137.3 km/h full length on middle stump."
6.4,4,"M Shami to S Hope, FOUR."
6.3,•,"M Shami to S Hope, no run, 136.3 km/h short length just outside off stump."
6.2,•,"M Shami to S Hope, no run, 135.0 km/h short length just outside off stump."
6.1,•,"M Shami to S Hope, no run."
5.6,1,"J Bumrah to S Hope, one run, 145.0 km/h full length on off stump."
5.5,•,"J Bumrah to S Hope, no run."
5.4,•,"J Bumrah to S Hope, no run, 144.1 km/h good length on off stump."
5.3,•,"J Bumrah to S Hope, no run, 141.0 km/h good length outside off stump."
5.2,1,"J Bumrah to S Ambris, one run, 141.3 km/h good length on middle stump."
5.1,•,"J Bumrah to S Ambris, no run, 141.3 km/h full toss on middle stump."
4.6,•,"M Shami to S Hope, no run, 133.6 km/h short length outside off stump."
4.5,W,"M Shami to C Gayle, WICKET!!! C Gayle is out c Kedar Jadhav b Mohammed Shami."
4.4,•,"M Shami to C Gayle, no run, 141.8 km/h short length just outside off stump."
4.3,1,"M Shami to S Ambris, one run."
4.2,•,"M Shami to S Ambris, no run."
4.1,•,"M Shami to S Ambris, no run."
3.6,•,"J Bumrah to C Gayle, no run."
3.5,1,"J Bumrah to S Ambris, one run."
3.4,•,"J Bumrah to S Ambris, no run."
3.3,1,"J Bumrah to C Gayle, one run."
3.2,•,"J Bumrah to C Gayle, no run."
3.1,•,"J Bumrah to C Gayle, no run."
2.6,1,"M Shami to C Gayle, one run."
2.5,•,"M Shami to C Gayle, no run."
2.4,1,"M Shami to S Ambris, one run."
2.3,•,"M Shami to S Ambris, no run."
2.2,•,"M Shami to S Ambris, no run."
2.1,•,"M Shami to S Ambris, no run."
1.6,•,"J Bumrah to C Gayle, no run."
1.5,•,"J Bumrah to C Gayle, no run."
1.4,•,"J Bumrah to C Gayle, no run."
1.3,•,"J Bumrah to C Gayle, no run."
1.2,•,"J Bumrah to C Gayle, no run."
1.1,1,"J Bumrah to S Ambris, one run."
0.6,•,"M Shami to C Gayle, no run."
0.5,•,"M Shami to C Gayle, no run."
0.4,4,"M Shami to C Gayle, FOUR."
0.3,•,"M Shami to C Gayle, no run."
0.2,•,"M Shami to C Gayle, no run, 139.1 km/h short length outside off stump."
0.1,•,"M Shami to C Gayle, no run, 136.7 km/h short length outside off stump."
49.6,6,"O Thomas to MS Dhoni, SIX."
49.5,•,"O Thomas to MS Dhoni, no run, 137.5 km/h full toss outside off stump."
49.4,4,"O Thomas to MS Dhoni, FOUR, 139.6 km/h short length on off stump."
49.3,•,"O Thomas to MS Dhoni, no run, 114.8 km/h good length going down leg."
49.2,•,"O Thomas to MS Dhoni, no run, 141.3 km/h full length on middle stump."
49.1,6,"O Thomas to MS Dhoni, SIX, 139.8 km/h short length on off stump."
48.6,•,"S Cottrell to K Yadav, no run, 132.2 km/h full length going down leg."
48.5,W,"S Cottrell to M Shami, WICKET!!! M Shami is out c Shai Hope b Sheldon Cottrell, 133.8 km/h short length going down leg."
48.4,•,"S Cottrell to M Shami, no run, 133.1 km/h short length on off stump."
48.3,1,"S Cottrell to MS Dhoni, one run, 116.4 km/h short length just outside off stump."
48.3,1Wd,"S Cottrell to MS Dhoni, wide delivery."
48.2,W,"S Cottrell to H Pandya, WICKET!!! H Pandya is out c Fabian Allen b Sheldon Cottrell, 114.9 km/h full length outside off stump."
48.1,1,"S Cottrell to MS Dhoni, one run, 115.5 km/h good length on middle stump."
47.6,4,"O Thomas to H Pandya, FOUR, 135.3 km/h good length outside off stump."
47.5,2,"O Thomas to H Pandya, two runs, 138.9 km/h full length outside off stump."
47.4,1,"O Thomas to MS Dhoni, one run, 141.1 km/h good length on middle stump."
47.3,1,"O Thomas to H Pandya, one run, 139.7 km/h short length just outside off stump."
47.2,2,"O Thomas to H Pandya, two runs, 138.4 km/h full toss going down leg."
47.1,1,"O Thomas to MS Dhoni, one run, 138.0 km/h short length going down leg."
46.6,1,"S Cottrell to MS Dhoni, one run, 129.7 km/h full toss outside off stump."
46.5,1,"S Cottrell to H Pandya, one run, 136.3 km/h full length just outside off stump."
46.4,2,"S Cottrell to H Pandya, two runs, 100.4 km/h short length outside off stump."
46.3,4,"S Cottrell to H Pandya, FOUR, 113.2 km/h full length outside off stump."
46.2,•,"S Cottrell to H Pandya, no run, 107.6 km/h short length just outside off stump."
46.1,1,"S Cottrell to MS Dhoni, one run, 136.6 km/h short length just outside off stump."
45.6,1,"C Brathwaite to MS Dhoni, one run, 126.9 km/h full toss on leg stump."
45.5,2,"C Brathwaite to MS Dhoni, two runs, 102.6 km/h short length on off stump."
45.4,1,"C Brathwaite to H Pandya, one run, 123.3 km/h short length just outside off stump."
45.3,1,"C Brathwaite to MS Dhoni, one run, 125.9 km/h full length outside off stump."
45.2,4,"C Brathwaite to MS Dhoni, FOUR, 128.9 km/h good length outside off stump."
45.1,1,"C Brathwaite to H Pandya, one run, 133.8 km/h full length going down leg."
44.6,1,"S Cottrell to H Pandya, one run, 108.0 km/h short length outside off stump."
44.5,2,"S Cottrell to H Pandya, two runs."
44.4,•,"S Cottrell to H Pandya, no run, 134.1 km/h good length outside off stump."
44.3,1,"S Cottrell to MS Dhoni, one run, 134.8 km/h short length just outside off stump."
44.2,1,"S Cottrell to H Pandya, one run, 115.2 km/h full toss just outside off stump."
44.1,•,"S Cottrell to H Pandya, no run, 112.3 km/h full length going down leg."
43.6,2,"C Brathwaite to MS Dhoni, two runs, 127.9 km/h full length outside off stump."
43.5,1,"C Brathwaite to H Pandya, one run, 131.7 km/h full length outside off stump."
43.4,1,"C Brathwaite to MS Dhoni, one run, 133.0 km/h full length outside off stump."
43.3,1,"C Brathwaite to H Pandya, one run, 130.8 km/h good length outside off stump."
43.2,4,"C Brathwaite to H Pandya, FOUR, 114.0 km/h short length outside off stump."
43.1,1,"C Brathwaite to MS Dhoni, one run, 125.9 km/h full toss just outside off stump."
42.6,1,"S Cottrell to MS Dhoni, one run, 137.0 km/h short length just outside off stump."
42.5,1,"S Cottrell to H Pandya, one run, 109.3 km/h full length just outside off stump."
42.4,•,"S Cottrell to H Pandya, no run, 106.8 km/h short length outside off stump."
42.3,•,"S Cottrell to H Pandya, no run, 129.4 km/h short length just outside off stump."
42.2,2,"S Cottrell to H Pandya, two runs, 131.1 km/h short length going down leg."
42.1,•,"S Cottrell to H Pandya, no run, 127.0 km/h full length just outside off stump."
41.6,1,"C Brathwaite to H Pandya, one run, 124.4 km/h short length on middle stump."
41.6,1Wd,"C Brathwaite to H Pandya, wide delivery."
41.6,1Wd,"C Brathwaite to H Pandya, wide delivery."
41.5,4,"C Brathwaite to H Pandya, FOUR, 123.7 km/h short length on middle stump."
41.4,1,"C Brathwaite to MS Dhoni, one run, 124.4 km/h short length on middle stump."
41.3,3,"C Brathwaite to H Pandya, three runs, 129.0 km/h full toss going down leg."
41.2,1,"C Brathwaite to MS Dhoni, one run, 131.5 km/h full length on middle stump."
41.1,1,"C Brathwaite to H Pandya, one run, 123.1 km/h good length on middle stump."
40.6,•,"J Holder to MS Dhoni, no run, 126.7 km/h short length just outside off stump."
40.5,•,"J Holder to MS Dhoni, no run, 127.0 km/h good length on middle stump."
